                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    865,                0.73281,                0.51285,                0.92277,                0.93704,                0.61561,                0.93936,                0.75649,                0.85256,                0.88173,                0.72294,                0.63215,                0.40228,                 0.8796,                0.76174,                0.41633,                 0.8869,              0.0014563,              0.0014563,              0.0014563
                    866,                0.73001,                  0.511,                0.92263,                0.92909,                0.60838,                0.93838,                0.76123,                0.85118,                 0.8816,                0.72299,                0.63189,                0.40195,                 0.8795,                0.76147,                0.41605,                0.88687,              0.0014464,              0.0014464,              0.0014464
                    867,                0.72631,                0.51328,                 0.9207,                0.92844,                0.61258,                0.93773,                0.76414,                0.84984,                 0.8825,                0.72302,                0.63176,                0.40177,                0.87942,                0.76112,                0.41609,                0.88674,              0.0014365,              0.0014365,              0.0014365
                    868,                0.72756,                0.51019,                0.92198,                0.92724,                0.60307,                0.93816,                0.76462,                0.84957,                0.88315,                0.72453,                0.63144,                0.40149,                 0.8793,                 0.7609,                 0.4156,                0.88668,              0.0014266,              0.0014266,              0.0014266
                    869,                0.72693,                0.51148,                0.92184,                0.92971,                0.61343,                 0.9385,                0.76296,                 0.8506,                0.88331,                0.72469,                0.63126,                0.40129,                0.87921,                0.76062,                0.41521,                0.88656,              0.0014167,              0.0014167,              0.0014167
                    870,                0.72674,                 0.5101,                0.92212,                0.92317,                0.60806,                0.93789,                0.76545,                0.84999,                 0.8833,                0.72482,                0.63101,                0.40103,                 0.8791,                0.76045,                0.41489,                0.88641,              0.0014068,              0.0014068,              0.0014068
                    871,                0.72194,                0.50559,                0.91954,                0.92132,                0.60491,                0.93649,                0.75678,                 0.8523,                0.88345,                0.72256,                0.63078,                0.40081,                  0.879,                0.76013,                0.41481,                0.88632,              0.0013969,              0.0013969,              0.0013969
                    872,                0.72409,                0.50886,                0.92115,                0.92129,                0.60206,                0.93686,                0.75794,                0.85181,                0.88336,                0.72245,                0.63058,                 0.4006,                0.87891,                0.75998,                0.41436,                0.88628,               0.001387,               0.001387,               0.001387
                    873,                0.72423,                0.51095,                0.92171,                0.92063,                0.60909,                0.93794,                0.76056,                0.85104,                0.88339,                0.72241,                0.63032,                0.40049,                0.87878,                0.75984,                0.41382,                0.88616,              0.0013771,              0.0013771,              0.0013771
                    874,                0.72831,                0.51379,                0.92247,                0.92886,                0.61169,                 0.9377,                0.77389,                0.84015,                0.88325,                0.72239,                0.63013,                0.40023,                0.87871,                 0.7596,                0.41375,                0.88611,              0.0013672,              0.0013672,              0.0013672
                    875,                0.72592,                0.51039,                 0.9213,                0.92646,                0.60619,                 0.9378,                0.78056,                0.84377,                0.88406,                 0.7232,                0.62994,                0.40001,                 0.8786,                0.75941,                0.41374,                0.88603,              0.0013573,              0.0013573,              0.0013573
                    876,                0.71807,                0.50356,                0.91943,                0.91878,                0.59844,                0.93563,                0.78517,                0.84073,                 0.8847,                0.72391,                0.62971,                 0.3998,                0.87853,                0.75918,                0.41333,                0.88588,              0.0013474,              0.0013474,              0.0013474
                    877,                0.72307,                0.50708,                0.91965,                0.92549,                 0.6067,                0.93633,                0.77531,                0.84144,                0.88481,                0.72397,                0.62952,                0.39966,                0.87846,                0.75903,                0.41307,                0.88583,              0.0013375,              0.0013375,              0.0013375
                    878,                0.72017,                0.50837,                0.92014,                0.91658,                0.60402,                0.93503,                0.79005,                0.83832,                0.87989,                0.71918,                0.62923,                0.39938,                0.87832,                0.75868,                 0.4127,                0.88568,              0.0013276,              0.0013276,              0.0013276
                    879,                0.72124,                0.50476,                0.91977,                0.91962,                 0.6004,                0.93595,                 0.7789,                0.84235,                0.88031,                   0.72,                0.62898,                0.39925,                 0.8782,                0.75868,                0.41191,                0.88563,              0.0013177,              0.0013177,              0.0013177
                    880,                0.72283,                0.50726,                0.92063,                0.92477,                0.60667,                0.93667,                0.77885,                 0.8435,                0.88028,                0.72064,                0.62881,                0.39902,                0.87812,                0.75846,                0.41172,                0.88556,              0.0013078,              0.0013078,              0.0013078
                    881,                0.72357,                 0.5068,                0.91935,                0.92704,                0.60561,                0.93538,                0.76683,                0.85244,                 0.8803,                0.72079,                0.62857,                0.39878,                0.87802,                0.75833,                0.41136,                0.88558,              0.0012979,              0.0012979,              0.0012979
                    882,                0.72119,                0.50335,                0.91957,                0.92047,                0.59755,                0.93524,                0.78297,                0.84455,                0.88129,                0.72192,                0.62844,                 0.3987,                0.87792,                 0.7581,                0.41112,                0.88547,               0.001288,               0.001288,               0.001288
                    883,                0.71996,                0.50498,                0.91858,                0.91922,                 0.6036,                0.93416,                0.78191,                0.84526,                0.88183,                0.72236,                0.62808,                0.39842,                0.87777,                 0.7578,                0.41057,                0.88535,              0.0012781,              0.0012781,              0.0012781
                    884,                0.71934,                0.50717,                0.91808,                0.92047,                0.60345,                0.93395,                0.77654,                0.85016,                0.88193,                 0.7221,                0.62791,                 0.3983,                 0.8777,                0.75759,                0.41055,                0.88525,              0.0012682,              0.0012682,              0.0012682
                    885,                0.72352,                0.50678,                0.91957,                0.92471,                0.60392,                0.93406,                0.78174,                0.84762,                0.88721,                0.72698,                0.62771,                0.39807,                0.87758,                0.75735,                0.40988,                0.88522,              0.0012583,              0.0012583,              0.0012583
                    886,                0.72081,                0.50293,                0.91771,                0.92029,                0.60251,                0.93217,                0.76773,                0.85827,                0.88719,                0.72702,                0.62752,                0.39789,                0.87749,                0.75711,                0.41001,                0.88511,              0.0012484,              0.0012484,              0.0012484
                    887,                0.72045,                0.50496,                0.91824,                0.92241,                0.60342,                0.93379,                 0.7667,                0.85579,                0.88672,                0.72667,                0.62735,                0.39777,                0.87742,                 0.7569,                0.41004,                0.88508,              0.0012385,              0.0012385,              0.0012385
                    888,                0.71794,                0.50194,                0.91734,                0.91763,                0.59789,                0.93228,                0.76838,                0.85316,                0.88692,                0.72673,                0.62707,                0.39748,                0.87729,                0.75662,                0.40977,                0.88493,              0.0012286,              0.0012286,              0.0012286
                    889,                0.71972,                0.50179,                0.91879,                0.91704,                0.59491,                0.93452,                0.78008,                0.84815,                 0.8874,                0.72684,                0.62691,                0.39728,                0.87722,                0.75663,                0.40913,                0.88477,              0.0012187,              0.0012187,              0.0012187
                    890,                0.71777,                0.50096,                0.91634,                 0.9157,                 0.5998,                 0.9318,                0.78211,                0.84644,                0.88747,                0.72666,                0.62671,                0.39711,                0.87712,                0.75622,                0.40919,                0.88468,              0.0012088,              0.0012088,              0.0012088
                    891,                 0.7185,                0.50702,                 0.9193,                0.91557,                0.60321,                0.93398,                0.78596,                0.84413,                0.88745,                 0.7282,                0.62657,                 0.3969,                0.87705,                 0.7564,                0.40907,                0.88459,              0.0011989,              0.0011989,              0.0011989
                    892,                0.71682,                0.50332,                0.91838,                0.91635,                0.60017,                0.93356,                0.78225,                0.84786,                0.88761,                0.72687,                0.62635,                0.39668,                0.87695,                0.75613,                0.40881,                0.88438,               0.001189,               0.001189,               0.001189
                    893,                0.71539,                0.49999,                0.91565,                0.91707,                 0.5927,                0.93091,                0.78851,                0.84396,                0.88772,                0.72843,                0.62602,                0.39642,                0.87681,                0.75567,                0.40833,                0.88428,              0.0011791,              0.0011791,              0.0011791
                    894,                0.71583,                 0.5014,                0.91803,                 0.9159,                0.59632,                0.93342,                  0.785,                0.84632,                0.88763,                0.72859,                0.62594,                0.39618,                0.87677,                0.75553,                0.40864,                0.88421,              0.0011692,              0.0011692,              0.0011692
                    895,                0.71216,                 0.4992,                0.91596,                0.91061,                0.59053,                0.93238,                0.77578,                0.85347,                0.88766,                0.72856,                0.62565,                0.39595,                0.87667,                0.75515,                0.40781,                0.88416,              0.0011593,              0.0011593,              0.0011593
                    896,                 0.7131,                0.49712,                0.91671,                0.90978,                0.59092,                0.93233,                0.77406,                0.85509,                0.88789,                0.72884,                0.62549,                0.39574,                 0.8766,                0.75504,                0.40743,                0.88404,              0.0011494,              0.0011494,              0.0011494
                    897,                0.71853,                0.50292,                0.91747,                0.91913,                0.59715,                0.93284,                0.77433,                  0.854,                0.88811,                0.72907,                0.62527,                0.39549,                 0.8765,                0.75469,                0.40721,                0.88396,              0.0011395,              0.0011395,              0.0011395
                    898,                0.71353,                0.49617,                0.91684,                0.91183,                0.58872,                0.93168,                0.77376,                0.85399,                 0.8879,                0.72908,                0.62516,                 0.3953,                0.87643,                0.75456,                0.40733,                0.88389,              0.0011296,              0.0011296,              0.0011296
                    899,                0.71382,                0.50146,                0.91725,                 0.9115,                0.59198,                0.93109,                 0.7732,                0.85334,                 0.8879,                0.72765,                0.62498,                0.39507,                0.87635,                 0.7545,                0.40736,                0.88372,              0.0011197,              0.0011197,              0.0011197
                    900,                0.71801,                0.49927,                0.91573,                0.91595,                  0.594,                 0.9306,                0.77355,                0.85198,                0.88756,                0.72753,                0.62471,                0.39475,                0.87623,                0.75398,                0.40686,                0.88358,              0.0011098,              0.0011098,              0.0011098
                    901,                0.71424,                0.49718,                0.91448,                0.91514,                0.59779,                0.92909,                0.77378,                 0.8513,                0.88694,                0.72748,                0.62459,                0.39462,                0.87618,                 0.7536,                0.40658,                0.88339,              0.0010999,              0.0010999,              0.0010999
                    902,                0.71799,                0.50276,                0.91667,                0.91969,                0.60061,                0.93205,                0.77278,                0.85185,                0.88638,                 0.7271,                0.62442,                0.39439,                0.87609,                 0.7537,                0.40654,                0.88347,                0.00109,                0.00109,                0.00109
                    903,                0.70655,                 0.4954,                 0.9142,                0.90403,                0.58667,                0.92949,                0.77388,                0.85663,                0.88627,                0.72724,                0.62422,                0.39414,                0.87599,                0.75348,                0.40583,                0.88339,              0.0010801,              0.0010801,              0.0010801
                    904,                0.70935,                0.49558,                0.91428,                0.90664,                 0.5897,                0.92858,                0.77386,                0.85675,                 0.8863,                0.72761,                0.62402,                0.39394,                0.87588,                0.75305,                0.40577,                0.88326,              0.0010702,              0.0010702,              0.0010702
                    905,                0.71083,                0.49414,                0.91628,                0.91084,                0.58767,                0.93081,                0.77383,                0.85816,                0.88607,                0.72748,                 0.6238,                0.39373,                 0.8758,                0.75286,                0.40558,                 0.8832,              0.0010603,              0.0010603,              0.0010603
                    906,                0.70934,                0.49296,                0.91533,                0.90437,                0.58332,                0.93088,                0.77303,                0.86147,                0.88648,                0.72791,                0.62377,                0.39355,                0.87576,                0.75271,                0.40581,                0.88319,              0.0010504,              0.0010504,              0.0010504
                    907,                0.71108,                0.49737,                0.91477,                 0.9092,                0.59346,                0.92995,                0.77437,                0.86125,                0.88828,                 0.7293,                0.62348,                0.39329,                0.87566,                0.75243,                0.40536,                0.88298,              0.0010405,              0.0010405,              0.0010405
                    908,                 0.7111,                0.49296,                0.91547,                 0.9076,                0.58326,                0.92971,                 0.7753,                0.86109,                0.88805,                0.72937,                0.62336,                0.39317,                 0.8756,                0.75229,                0.40502,                0.88282,              0.0010306,              0.0010306,              0.0010306
                    909,                0.70623,                0.49375,                0.91401,                0.90497,                 0.5854,                0.92946,                0.77548,                0.86137,                0.88812,                0.72934,                0.62319,                0.39299,                0.87554,                0.75222,                0.40488,                0.88281,              0.0010207,              0.0010207,              0.0010207
                    910,                0.71298,                0.49913,                 0.9161,                0.91305,                0.58833,                0.93051,                0.77541,                0.86134,                0.88838,                0.72976,                0.62289,                 0.3927,                0.87544,                0.75178,                0.40463,                0.88268,              0.0010108,              0.0010108,              0.0010108
                    911,                0.70716,                0.49117,                0.91521,                 0.9039,                0.58316,                0.92999,                0.77611,                0.86115,                0.88811,                0.72957,                0.62264,                0.39245,                0.87535,                0.75151,                0.40448,                0.88247,              0.0010009,              0.0010009,              0.0010009
                    912,                 0.7076,                0.49265,                0.91355,                0.90256,                0.58314,                0.92929,                0.77673,                0.86099,                 0.8879,                0.72933,                0.62238,                0.39227,                0.87523,                0.75121,                0.40406,                0.88237,               0.000991,               0.000991,               0.000991
                    913,                0.70645,                0.49323,                0.91216,                0.90561,                0.58846,                 0.9266,                0.77732,                0.86036,                0.88784,                 0.7297,                0.62225,                0.39216,                0.87515,                0.75111,                0.40386,                0.88231,              0.0009811,              0.0009811,              0.0009811
                    914,                0.70737,                0.49197,                0.91237,                0.90643,                0.58797,                0.92703,                0.77861,                0.86017,                0.88778,                0.72975,                0.62206,                0.39196,                0.87504,                0.75092,                0.40366,                0.88223,              0.0009712,              0.0009712,              0.0009712
                    915,                0.70652,                0.49263,                0.91192,                0.90263,                0.58445,                0.92728,                0.77909,                0.86016,                0.88739,                0.72968,                 0.6219,                0.39181,                0.87498,                0.75077,                0.40328,                0.88219,              0.0009613,              0.0009613,              0.0009613
                    916,                0.70604,                0.49105,                0.91331,                0.89996,                0.58205,                 0.9289,                0.77865,                0.86048,                0.88724,                0.72975,                0.62159,                0.39156,                0.87485,                0.75063,                0.40266,                0.88209,              0.0009514,              0.0009514,              0.0009514
                    917,                0.70819,                0.49487,                0.91376,                0.90918,                0.59199,                0.92945,                0.77979,                0.86048,                 0.8875,                0.73017,                0.62139,                0.39129,                0.87477,                0.75032,                  0.403,                0.88196,              0.0009415,              0.0009415,              0.0009415
                    918,                0.70275,                0.48751,                0.91072,                 0.8994,                0.58059,                0.92602,                0.77787,                0.86098,                0.88782,                0.73059,                0.62119,                0.39116,                0.87465,                0.75021,                0.40228,                0.88191,              0.0009316,              0.0009316,              0.0009316
                    919,                0.70774,                0.49237,                0.91276,                0.90467,                0.58321,                0.92763,                0.77765,                0.86076,                0.88789,                0.73085,                0.62099,                0.39092,                0.87457,                0.74982,                0.40153,                0.88169,              0.0009217,              0.0009217,              0.0009217
                    920,                0.70509,                0.49076,                0.91241,                0.90495,                0.58665,                0.92703,                  0.776,                0.86128,                 0.8881,                0.73115,                0.62077,                0.39067,                0.87448,                0.74956,                0.40124,                0.88156,              0.0009118,              0.0009118,              0.0009118
                    921,                0.70399,                0.48978,                 0.9131,                0.90161,                0.57948,                0.92758,                 0.7762,                0.86281,                0.88906,                  0.732,                0.62058,                0.39046,                0.87439,                0.74927,                0.40119,                 0.8813,              0.0009019,              0.0009019,              0.0009019
                    922,                0.70411,                0.48873,                0.91045,                0.90291,                0.58263,                0.92529,                0.77587,                0.86295,                0.88892,                0.73233,                0.62033,                0.39032,                0.87429,                0.74924,                0.40091,                 0.8813,               0.000892,               0.000892,               0.000892
                    923,                0.70119,                0.48778,                0.91076,                0.89937,                0.57998,                0.92629,                0.73457,                0.88084,                0.88867,                0.73253,                0.62016,                0.39008,                 0.8742,                0.74875,                0.40072,                0.88112,              0.0008821,              0.0008821,              0.0008821
                    924,                0.70237,                0.48909,                 0.9135,                0.89605,                0.58035,                0.92809,                0.73744,                0.87998,                0.88874,                0.73282,                0.61995,                 0.3899,                0.87411,                0.74876,                0.40019,                0.88108,              0.0008722,              0.0008722,              0.0008722
                    925,                0.70396,                0.48894,                0.91319,                0.90225,                0.58096,                0.92908,                0.73788,                0.87953,                 0.8883,                0.73254,                0.61978,                0.38973,                0.87402,                0.74865,                0.39995,                0.88103,              0.0008623,              0.0008623,              0.0008623
                    926,                0.70446,                0.49027,                0.91225,                 0.9001,                0.58161,                0.92715,                0.73795,                0.87953,                0.88833,                0.73268,                0.61944,                0.38947,                0.87391,                0.74834,                0.39946,                0.88093,              0.0008524,              0.0008524,              0.0008524
                    927,                0.69866,                0.48573,                0.91184,                0.89367,                0.57894,                0.92683,                0.73953,                0.90828,                0.88844,                0.73275,                0.61931,                0.38931,                0.87382,                0.74803,                0.39933,                0.88082,              0.0008425,              0.0008425,              0.0008425
                    928,                0.70239,                0.48755,                0.91013,                0.89949,                0.57759,                0.92686,                0.73614,                0.90952,                 0.8888,                 0.7333,                0.61911,                0.38912,                0.87371,                 0.7477,                0.39917,                 0.8808,              0.0008326,              0.0008326,              0.0008326
                    929,                 0.6995,                0.48441,                0.91023,                0.89639,                0.57672,                0.92605,                0.73721,                0.90935,                0.88897,                0.73353,                0.61899,                0.38902,                0.87365,                0.74778,                0.39881,                0.88076,              0.0008227,              0.0008227,              0.0008227
                    930,                 0.7022,                0.48871,                0.91062,                0.89766,                 0.5781,                0.92689,                0.73698,                 0.9096,                0.88947,                 0.7339,                0.61874,                0.38881,                0.87354,                0.74728,                0.39876,                0.88059,              0.0008128,              0.0008128,              0.0008128
                    931,                0.70205,                0.49131,                0.91226,                0.90099,                0.58181,                0.92837,                0.73946,                0.90861,                0.88929,                0.73371,                0.61856,                0.38857,                0.87344,                0.74715,                0.39865,                0.88052,              0.0008029,              0.0008029,              0.0008029
                    932,                0.70092,                0.48478,                0.91123,                0.89649,                0.57317,                0.92556,                 0.7405,                0.90832,                0.88964,                0.73371,                0.61837,                0.38843,                0.87336,                0.74676,                0.39873,                0.88046,               0.000793,               0.000793,               0.000793
                    933,                0.69823,                0.48389,                0.90896,                0.89488,                0.57503,                0.92336,                0.74072,                0.90826,                0.88973,                0.73394,                0.61817,                 0.3882,                0.87327,                 0.7467,                0.39793,                0.88042,              0.0007831,              0.0007831,              0.0007831
                    934,                0.69882,                0.48628,                0.91003,                0.89499,                0.57699,                0.92466,                0.74361,                0.90655,                0.88959,                0.73359,                0.61806,                0.38811,                0.87323,                0.74636,                0.39832,                0.88021,              0.0007732,              0.0007732,              0.0007732
                    935,                0.69893,                0.48523,                0.90967,                0.89267,                 0.5763,                0.92347,                 0.7442,                0.91015,                0.89209,                0.73523,                 0.6178,                0.38788,                0.87313,                0.74613,                0.39777,                0.88011,              0.0007633,              0.0007633,              0.0007633
                    936,                0.69736,                0.48821,                0.91049,                0.89276,                0.57989,                0.92559,                0.74199,                0.91007,                0.89264,                0.73569,                0.61768,                0.38782,                0.87305,                0.74596,                0.39752,                0.88005,              0.0007534,              0.0007534,              0.0007534
                    937,                0.69656,                0.48363,                0.90963,                0.89278,                0.57372,                0.92534,                0.74077,                0.91374,                0.89269,                0.73562,                0.61752,                0.38764,                0.87297,                0.74561,                0.39736,                 0.8798,              0.0007435,              0.0007435,              0.0007435
                    938,                0.69619,                0.48224,                0.90936,                0.88911,                0.56922,                0.92273,                0.74025,                0.91501,                0.89293,                0.73642,                0.61718,                 0.3873,                0.87284,                0.74522,                0.39697,                0.87958,              0.0007336,              0.0007336,              0.0007336
                    939,                0.69398,                0.48233,                0.90878,                0.88967,                0.57273,                0.92304,                0.73995,                0.91499,                 0.8931,                0.73654,                0.61711,                0.38722,                0.87278,                0.74533,                0.39679,                0.87953,              0.0007237,              0.0007237,              0.0007237
                    940,                0.69952,                0.48604,                0.91092,                0.89399,                0.57275,                0.92514,                0.74068,                0.91556,                0.89335,                0.73709,                0.61687,                0.38697,                0.87268,                0.74489,                0.39677,                0.87944,              0.0007138,              0.0007138,              0.0007138
                    941,                0.69629,                0.48415,                0.90955,                0.88777,                0.57365,                 0.9243,                0.74451,                0.91453,                0.89343,                0.73664,                 0.6166,                0.38672,                0.87256,                0.74461,                0.39621,                0.87934,              0.0007039,              0.0007039,              0.0007039
                    942,                 0.6963,                0.48144,                0.90968,                0.89369,                 0.5712,                0.92419,                0.74616,                0.91422,                0.89399,                0.73705,                0.61646,                0.38654,                0.87252,                0.74429,                0.39665,                 0.8792,               0.000694,               0.000694,               0.000694
                    943,                 0.6964,                0.48273,                 0.9095,                0.88981,                0.57178,                0.92409,                0.74807,                0.91385,                0.89423,                0.73796,                0.61632,                0.38638,                0.87244,                 0.7441,                0.39626,                0.87916,              0.0006841,              0.0006841,              0.0006841
                    944,                0.69352,                0.47785,                0.90824,                0.88495,                0.56264,                 0.9223,                 0.7482,                  0.915,                0.89462,                0.73786,                0.61603,                0.38612,                0.87232,                0.74361,                0.39606,                0.87899,              0.0006742,              0.0006742,              0.0006742
                    945,                0.69803,                0.48198,                0.90895,                0.89599,                0.57336,                0.92349,                0.74805,                0.91684,                0.89466,                 0.7384,                0.61588,                0.38601,                0.87225,                0.74341,                0.39572,                0.87892,              0.0006643,              0.0006643,              0.0006643
                    946,                  0.695,                0.48348,                0.90845,                0.89183,                0.57026,                0.92218,                0.74896,                0.91599,                0.89478,                0.73923,                0.61573,                0.38581,                0.87216,                 0.7432,                0.39517,                0.87887,              0.0006544,              0.0006544,              0.0006544
                    947,                0.68901,                0.47616,                 0.9066,                0.88204,                0.56397,                0.92034,                0.74958,                0.91627,                0.89566,                0.74001,                0.61549,                 0.3856,                0.87207,                0.74294,                0.39479,                0.87879,              0.0006445,              0.0006445,              0.0006445
                    948,                0.69078,                0.47739,                0.90686,                0.88183,                0.56321,                 0.9208,                0.74876,                0.91816,                0.89493,                0.73958,                0.61535,                 0.3854,                0.87198,                0.74287,                0.39448,                0.87894,              0.0006346,              0.0006346,              0.0006346
                    949,                0.69163,                0.47875,                0.90649,                0.88725,                0.56758,                0.92079,                0.74934,                0.91827,                0.89572,                 0.7409,                 0.6152,                0.38523,                0.87191,                0.74273,                0.39409,                0.87886,              0.0006247,              0.0006247,              0.0006247
                    950,                0.68976,                 0.4783,                0.90798,                 0.8815,                0.56319,                0.92129,                0.74816,                0.91936,                0.89666,                0.74192,                0.61494,                0.38504,                 0.8718,                0.74262,                0.39343,                0.87885,              0.0006148,              0.0006148,              0.0006148
                    951,                0.69149,                0.47962,                0.90783,                0.88812,                0.57221,                0.92187,                0.74808,                0.92016,                0.89657,                0.74142,                0.61482,                0.38486,                0.87173,                0.74248,                0.39284,                0.87876,              0.0006049,              0.0006049,              0.0006049
                    952,                0.68717,                0.47664,                0.90756,                0.88087,                0.56382,                 0.9215,                0.74928,                0.92007,                0.89717,                0.74186,                0.61475,                0.38474,                0.87168,                0.74247,                0.39257,                0.87872,               0.000595,               0.000595,               0.000595
                    953,                0.68971,                0.47846,                0.90724,                0.88296,                0.57011,                0.92144,                0.74817,                0.92085,                 0.8973,                0.74203,                 0.6145,                0.38453,                0.87158,                0.74199,                 0.3927,                0.87852,              0.0005851,              0.0005851,              0.0005851
                    954,                0.68858,                  0.476,                 0.9063,                0.88254,                0.56283,                0.92118,                0.74769,                0.92146,                0.89737,                0.74162,                0.61436,                0.38423,                 0.8715,                0.74182,                0.39253,                0.87844,              0.0005752,              0.0005752,              0.0005752
                    955,                0.69163,                0.47771,                0.90718,                0.88315,                0.56613,                0.92173,                0.74907,                0.92137,                0.89741,                0.74159,                0.61415,                0.38404,                 0.8714,                0.74158,                0.39239,                0.87827,              0.0005653,              0.0005653,              0.0005653
                    956,                 0.6896,                0.47894,                0.90797,                 0.8835,                0.56784,                0.92202,                0.74769,                0.92182,                0.89734,                0.74156,                0.61404,                0.38386,                0.87133,                0.74144,                0.39214,                0.87822,              0.0005554,              0.0005554,              0.0005554
                    957,                0.68878,                0.47649,                0.90626,                0.88217,                0.56549,                0.92028,                0.74675,                0.92328,                0.89748,                0.74159,                0.61387,                0.38364,                0.87124,                0.74134,                0.39184,                0.87814,              0.0005455,              0.0005455,              0.0005455
                    958,                0.68909,                0.47584,                0.90747,                0.88081,                0.56189,                0.92328,                0.74752,                0.92276,                0.89746,                0.74172,                0.61373,                0.38348,                0.87118,                0.74118,                 0.3918,                0.87811,              0.0005356,              0.0005356,              0.0005356
